,0,1
87,"The Edwardian Manchester, A Radisson Collection Hotel","Stayed for two nights for a conference. Convenient parking just across the road. Great, attentive staff and atmosphere in the hotel. Room and breakfast were great. Really recommend the gym and spa facilities. Rally good location for getting to the centre of Manchester"
88,"The Edwardian Manchester, A Radisson Collection Hotel","Tired rooms and communal corridors. Needs a refurb/refresh. Spa, gym and breakfast room is lovely though. Air con made a lot of noise and temp wouldn’t lower. Had an awful nights sleep because of this. For the price I’d try somewhere else next time."
89,"The Edwardian Manchester, A Radisson Collection Hotel","We booked this hotel for a weekend away after staying somewhere else previously, and having eaten in Peter Street Kitchen and seeing the lobby/spa facilities, thought it would be incredible and worth the extra. Unfortunately, the rooms are really disappointing. Very basic, and we were ""upgraded"" to the 10th floor. The spa, restaurant and indeed the service was fantastic - the front desk staff were brilliant - but the rooms really let the hotel down and was disappointing. The photos of the rooms are slightly misleading, in my view - unless we had a bad room?"
90,"The Edwardian Manchester, A Radisson Collection Hotel","We found the Edwardian an amazing hotel friendly staff with an amazing room, the hotel decor is stunning. The location is great 2 min from the tram station or a 10 min walk into the centre of town, the breakfast was really nice everything on offer and was great to chat to the staff. My wife left her jacket in the room when we left i contacted the hotel and they posted it to our hose which was fantastic great service."
91,"The Edwardian Manchester, A Radisson Collection Hotel","Amazing trip start to finish, front desk staff extremely welcoming,amazing facilities included in the price (pool, sauna,steam room,unique experience showers,fruit infused water and even dyson hair dryers and swimsuit drier!) amazing drinks,a city view that was beautiful day&night &were offered an extra hour late checkout complimentary aswell which was so kind would definitely reccomend to anyone staying in manchester, everything is within walking distance from the hotel too !"
92,"The Edwardian Manchester, A Radisson Collection Hotel","I stayed at The Edwardian Radisson, the night before my wedding with bridesmaids and then for 2 nights with my husband. The hotel is superb, spotlessly clean, thoughtful touches, professional and helpful staff. A special mention to Anna who welcomed us and ensured our stay was amazing. Nothing was too much trouble! The hotel with it's stunning architecture was the perfect setting for pre wedding photos. The spa was fabulous for unwinding before and after. I can't rate it highly enough"
93,"The Edwardian Manchester, A Radisson Collection Hotel",Been using the Radisson for a few years now and it's an amazing hotel clean friendly and nothing is ever a problem 😁 the staff are really friendly and have always been so welcoming compared to other hotels in the area
94,"The Edwardian Manchester, A Radisson Collection Hotel","I will try to describe how fabulous this hotel is, we spent two nights there and I have no complaints-the staff are superb especially Barnaby and Gary (gary is hilarious) nothing was too much trouble, breakfast fabulous with amazing service, spa beautiful, rooms gorgeous, the service is second to none-by far the best hotel I have ever stayed in-will defo be back"
95,"The Edwardian Manchester, A Radisson Collection Hotel","A beautiful hotel with every amenity one could ask for. Staff was gracious, pleasant and became family by the end of our stay. THANK YOU GARY and your amazing concierge team! You’ll forever be a part of our UK family trip memories! Cheers"
96,"The Edwardian Manchester, A Radisson Collection Hotel","Few things to unpack with this visit. First off - the hotel - claiming, and clean. The room was superb. Great black-out blinds. Spacious bathroom. Incredibly clean grout and mastic - a little bit of an obsession of mine. TV in the room was mediocre with minimal channels tuned in and in-house info channels not working. No introduction to hotel amenities on check-in. Room service - quick - great staff. Tasty. On checkout, no invoice was provided despite my asking for a copy to be emailed to me. I noticed higher-than-expected card charges a few days later. Notified hotel I had been charged for multiple breakfasts - despite 7 emails - I was still regularly assured I had consumed all these breakfasts and there was nothing could be done to assist me. I lodged a charge-back request…"
